,True,Predicted
284,ENTP,INTP
285,ISFP,INTP
286,ENTP,INTP
287,INFP,INTP
288,INFP,INFP
289,INTP,INTP
290,INTP,INFP
291,INFP,INTP
292,ENTP,INFP
293,INFP,INFJ
294,INTP,INTP
295,ESFJ,INFP
296,INTJ,INTP
297,INFP,INTP
298,INFJ,INTP
299,ENFJ,INTP
300,ENTP,INTJ
301,ENTP,INFP
302,ENTP,INTP
303,ESFP,INTP
304,ISFP,INFP
305,ISTP,INTP
306,ISFP,INTP
307,INFJ,INFP
308,ISTJ,INFP
309,INFJ,INTP
310,INTP,INTP
311,ISFP,INTP
312,ENFP,INFJ
313,INTJ,INTP
314,INTP,INTP
315,INTP,INTP
316,ENTJ,INTP
317,INFP,INFJ
318,INFP,INFP
319,ISFP,INTP
320,INTP,INTP
321,INFP,INTP
322,INTP,INFP
323,INTJ,INFP
324,ISTJ,INTP
325,INTP,INTP
326,ISTJ,INTP
327,INFP,INFJ
328,ENTP,INTP
329,INTJ,INFJ
330,ENFJ,INTP
331,ENFP,INTP
332,INFJ,INTP
333,ISTJ,INTP
334,INTP,INFJ
335,ENTP,INTP
336,INTP,INTP
337,INTP,INTP
338,INTP,INTP
339,INTJ,INFP
340,ENFP,INFP
341,ENFP,INTP
342,INTP,INTP
343,INTJ,INTP
344,INTP,INTP
345,ISTJ,INTP
346,ISFP,INTP
347,ISTP,INTJ
348,ISTJ,INTP
349,ESFJ,INTP
350,ESTP,INFJ
351,INFJ,INTP
352,ISFP,INFJ
353,INFP,INFP
354,INFJ,INFJ
355,ENTP,INTP
356,INFJ,INFP
357,INFP,INFP
358,INFP,INTP
359,INTP,INFJ
360,ISTP,INTP
361,ISFJ,INTP
362,ENFJ,INTP
363,ISTP,INTP
364,INFJ,INFJ
365,ENTP,INTP
366,ESTJ,INTP
367,ENTJ,INFP
368,ISFJ,INFP
369,INFP,INFP
370,INFP,INTP
371,INTJ,INTJ
372,ENTP,INTP
373,INFP,INFP
374,ESFJ,INTP
375,ISTP,INTP
376,ENFP,INTP
377,INTJ,INFP
378,ESFP,INFJ
379,ENTP,INFP
380,INFP,INTP
381,ENTP,INTP
382,ENFJ,INFJ
383,ISFP,ENTP
384,ESTP,INFP
385,ISTJ,INTP
386,INFP,INTP
387,INTP,INTP
388,INFJ,INFP
389,ISTJ,INTP
390,ENTP,INTP
391,INFP,INTP
392,ESFP,INFP
393,INFP,INFP
394,INTP,INFJ
395,INTJ,INFP
396,INTP,INTP
397,ISTP,INTP
398,ISFJ,INTP
399,ENTP,INTP
400,INFP,INFP
401,ENFP,INTJ
402,INFJ,INFP
403,INTP,INTP
404,INFP,INTP
405,INTJ,INTP
406,INTJ,INTP
407,ISTP,INFP
408,ENTP,INFP
409,ENTP,INTP
410,INTP,INTP
411,INTP,INTJ
412,ISTJ,INTP
413,INFJ,INFJ
414,ISTP,INTJ
415,INFP,INFP
416,INTJ,INTJ
417,ISTJ,INFP
418,ISTJ,INTP
419,INTJ,INTP
420,ESTP,INTP
421,ENFJ,INFJ
422,INFP,INFP
423,ISTJ,INFJ
424,INFP,INFP
425,ENTP,INTP
426,ISTJ,INTP
427,ISFP,INTP
428,INTP,INTP
429,INTJ,ENTP
430,INFJ,INTP
431,ENTJ,INTP
432,ESFP,INTP
433,ISFP,INFP
434,INTJ,ENTP
435,ENTP,INTP
436,INTP,INTP
437,INTP,INTP
438,INFJ,INTP
439,ISTJ,INTP
440,ENFJ,INTJ
441,INFJ,INFJ
442,ENTP,INFP
443,INFP,INTJ
444,INTP,INFP
445,ISTJ,INFP
446,ENTP,INTP
447,ENTP,INTP
448,ENTJ,INFP
449,ESFP,INTP
450,INFJ,INTP
451,ENFP,INTP
452,ENFJ,INTP
453,ENTJ,INTP
454,ISFP,INFJ
455,ENTP,INTP
456,ENFJ,ENTP
457,ISFP,INFP
458,ISTJ,INTP
459,ENTJ,INTP
460,INTP,INFP
461,ISTP,INFP
462,INTJ,INFJ
463,INTP,INTP
464,ISFJ,INFJ
465,INFP,INTP
466,INFP,INTP
467,ISTJ,INTP
468,INFJ,INTP
469,INFP,INFP
470,ENFP,INTP
471,INTP,INTP
472,ENTJ,INTP
473,INFJ,INFP
474,INTJ,INTP
475,ENFJ,INFP
476,ENTP,INFP
477,INTP,INTP
478,ENFJ,INTP
479,INFP,INTP
480,INFJ,INTP
481,ISTP,INFP
482,INFJ,INFJ
483,INTJ,INTP
484,INFP,INTP
485,ENTP,INFP
486,ESFJ,INTP
487,INFP,INTJ
488,ISTJ,INTP
489,INTJ,INFP
490,ESTP,INTP
491,ENTJ,INFP
492,INFJ,INFJ
493,ENTP,INTP
494,ISTJ,INFJ
495,INTP,INTP
496,ENTP,INTP
497,ESTP,INTP
498,INTP,INTP
499,INFP,INFP
500,ISFJ,ISTJ
501,INFP,INTP
502,INTJ,INFJ
503,ENTP,INTP
504,INFJ,INTP
505,INFJ,INTJ
506,ISFP,INFJ
507,ESTJ,INTP
508,INTJ,ENTP
509,ENTP,INTP
510,ESFJ,INTP
511,INFP,INTJ
512,ESTP,INTP
513,ENTP,ENTP
514,ENTP,ENTP
515,ENTJ,INFP
516,ISTJ,INTP
517,ESTP,INTP
518,ENTP,INFJ
519,ENFP,ISTJ
520,INFJ,INTP
521,ISTP,INTP
522,INTJ,INTJ
523,INTP,INTP
524,ENFJ,INFJ
525,ENTP,INTP
526,ISTP,INTP
527,ISTJ,INTP
528,ENFJ,INFJ
529,INTP,INTP
530,INTP,INFP
531,INTP,INTP
532,ISFJ,INFP
533,INTP,INTP
534,INTP,INFP
535,ENFP,INFP
536,ISFJ,INFP
537,INFJ,INFP
538,ESTP,INTP
539,INTJ,INFP
540,ENFJ,INTP
541,INTP,INTP
542,INTP,INTP
543,ESFJ,INTP
544,INFP,INFJ
545,ENFJ,INFP
546,ESFP,INTP
547,ISFP,INTP
548,INFP,INFP
549,ENTJ,INTP
550,ENFJ,INTP
551,ISTP,INTP
552,ENTP,INFP
553,INTJ,INTP
554,ISTP,INFJ
555,ENTP,INTJ
556,INTJ,INFP
557,INFP,INTP
558,ENFJ,INTJ
559,ISTP,INTP
560,INFP,INFP
561,ENFP,INFP
562,ISTJ,INTP
563,ENFP,INFJ
564,INTP,INTP
565,INFP,INTP
566,INFP,INFP
567,ISTP,INTP
568,INTP,INTP
569,INTP,INTP
570,ENFP,INTP
571,INFP,INTP
572,ENTP,ENTP
573,INTP,INTP
574,ISTP,INTP
575,ISFJ,INFJ
576,INTP,INTP
577,INFJ,INTP
578,ISFP,INTP
579,INFJ,INTP
580,ESTJ,INTP
581,INFJ,INTP
582,ENFP,INTP
583,INTP,INFP
584,INTP,INTP
585,INFP,INTP
586,INTP,INFP
587,ENFP,INFP
588,ESFP,INFJ
589,INTJ,INFJ
590,ENTP,INTJ
591,ISTP,INTP
592,ENTJ,INTP
593,INTP,ENTP
594,INTP,INTP
595,ENFJ,INFJ
596,ENFP,INFP
597,ISFP,INTP
598,ENTP,INFP
599,ENTP,INFP
600,INFJ,INTJ
601,ESTJ,INTJ
602,ISFP,INFP
603,ENTP,INTP
604,ENTP,INTJ
605,INTJ,INTP
606,INTJ,INTP
607,INTP,ENTP
608,INFP,INTP
609,INTJ,INFP
610,ESFJ,INTP
611,INTP,INFJ
612,ENTP,INTJ
613,INTP,INTP
614,ISTJ,INTP
615,ISTJ,INTJ
616,ENTP,INTJ
617,INFP,INFJ
618,INTP,INTP
619,INFJ,INTP
620,ISFP,INFP
621,ENTP,INTP
622,ENTP,INTP
623,ISTP,INTP
624,INFJ,INTP
625,ESTP,INTP
626,INFJ,INFP
627,INTP,INTP
628,ISFJ,INFP
629,ISFP,INTP
630,ENTJ,INTJ
631,INTJ,INTP
632,ENFP,INTP
633,ENTP,INFP
634,INTP,INTP
635,ENFJ,INFJ
636,ISFP,INTP
637,ISFP,INTP
638,ENFP,INTP
639,INFJ,ENTP
640,INTP,INTP
641,ESTJ,INTP
642,ISTJ,INFP
643,INFP,INTP
644,INFJ,INFJ
645,ENFJ,INFJ
646,ISTJ,INFP
647,ENFP,INFJ
648,INTJ,INTP
649,INFP,INTP
650,INTJ,INFP
651,ENTP,INTP
652,ENTJ,INFP
653,INTJ,INTP
654,ENTP,ENTP
655,INTP,INFJ
656,ISTJ,INTJ
657,ENFJ,INFP
658,ISFJ,INTP
659,INTP,INTP
660,INTP,INTP
661,INFJ,INTJ
662,INTP,INTP
663,INTP,INTP
664,INTP,INFP
665,ENTJ,INTP
666,ISFP,INTP
667,INTP,INTP
668,ESFP,INTP
669,INTP,INTP
670,ISTJ,INTP
671,ENFP,INFJ
672,ENTP,INTP
673,ESTP,INTP
674,ENTJ,INTP
675,ENFP,INTP
676,INTP,INTP
677,INTJ,INTP
678,ISTP,INFP
679,INTJ,INTP
680,INTP,INFJ
681,ENFP,INFP
682,ISTJ,INTP
683,ESFP,INTP
684,INTP,INTP
685,ESTP,INFP
686,INTP,INFP
687,ISFP,INTP
688,INFJ,INTP
689,ENFP,INFJ
690,INFP,INTP
691,INTP,INTP
692,INTP,INTP
693,INFJ,INFJ
694,INTJ,INTP
695,ENFJ,INTJ
696,ENTJ,INFP
697,ESTP,INFP
698,INFP,INTP
699,INFP,INFP
700,INTP,INTP
701,INTJ,INFJ
702,ISTP,INTP
703,INTP,INTP
704,INFP,INTP
705,INFJ,ISTJ
706,ENTP,INTP
707,INFP,INFP
708,ENTJ,INFP
709,ISTJ,INTJ
710,ENTP,INFP
711,ENTP,INFP
712,ESFJ,INTP
713,INFJ,INFJ
714,INFP,INTP
715,INTP,INTP
716,INTJ,INFP
717,INFP,INTP
718,INTJ,INTP
719,ENFP,INFJ
720,ISFP,INFP
721,INFJ,INTP
722,INFJ,INFP
723,ENTJ,ISTJ
724,INTP,INTJ
725,ENTP,INTP
726,ISTJ,INTP
727,ESTP,INTJ
728,INTP,INFP
729,ESFJ,INFJ
730,ESTP,INTP
731,INTP,INTP
732,ISFJ,INFP
733,INTP,INTP
734,INTJ,INTP
735,ENTP,INTJ
736,ESFP,INFJ
737,INTJ,INTP
738,ENTJ,INTP
739,ESFJ,INTP
740,ENTP,INFP
741,INTP,INTP
742,INTJ,INTP
743,INFP,INTP
744,INTJ,ENTP
745,ESTP,INTP
746,ENFJ,INFP
747,INTP,INFP
748,ESFP,INTP
749,INTP,INTP
750,INFP,INTP
751,INFP,INTP
752,INTP,INFP
753,INFP,INTP
754,ESFP,ISTJ
755,INFJ,INTP
756,ESTP,INFP
757,ESFJ,INFP
758,ISTJ,INFP
759,INTJ,INFP
760,INTP,INFP
761,INFP,INFP
762,INTP,INTP
763,ISTP,INTJ
764,ESTP,INFP
765,ENFJ,INTP
766,ENTJ,INTP
767,ESTP,INFP
768,INTJ,INTP
769,ESTJ,INFP
770,INFP,INFJ
771,INTP,INTP
772,INTP,INTP
773,ISTP,INTJ
774,ISFP,INTP
775,ESFJ,INFP
776,INFJ,INTP
777,INFP,INTP
778,INTP,INFP
779,ISTJ,INTP
780,INFP,INFJ
781,INFJ,INTP
782,INTJ,INTP
783,ISTJ,INTP
784,INFJ,INTP
785,ENTP,INTP
786,ENFP,INFJ
787,ESTP,ENTP
788,INTJ,INTP
789,ISTJ,INTP
790,INFP,INFP
791,ENFP,INFJ
792,INFJ,INFJ
793,ISTP,INFJ
794,INTJ,ENTP
795,INTJ,INFP
796,ENTP,INTP
797,ESFJ,INFP
798,ENTP,INTJ
799,INFP,INTP
800,ISTJ,INTP
801,INTJ,INTJ
802,ENTP,INTP
803,ENFJ,INTP
804,INTJ,INTP
805,INFP,INTP
806,INTP,INFP
807,INTP,INTP
808,ISFJ,INTP
809,INTJ,INTP
810,ENFP,INTP
811,INFJ,INTP
812,ESFP,INFP
813,ISFP,INTP
814,INTP,INTP
815,INTP,INFP
816,ENTJ,INFP
817,INTP,INTP
818,ISTP,INTP
819,INFP,INFP
820,INFP,INFP
821,INTJ,INTP
822,ENTP,INTP
823,ENFP,INFJ
824,INTP,INTP
825,INTP,INFP
826,ENTP,INTP
827,INTP,INFP
828,INTJ,INTJ
829,ESTP,INTP
830,INTP,INTP
831,INTJ,INFP
832,INFP,INFP
833,ENFP,INFP
834,INFP,INFJ
835,INFJ,INTP
836,ENTJ,INTP
837,ENTP,INTP
838,ENFJ,INFP
839,INTP,INTP
840,INFJ,INFJ
841,ENTP,INFP
842,INFP,INFP
843,ISTP,INFJ
844,INTJ,INTP
845,INTJ,INTJ
846,INTP,INTP
847,ISTJ,INTJ
848,INTP,INTP
849,INTJ,INTP
850,INTJ,INTP
851,ISTP,INTP
852,ENFP,INFJ
853,ESTP,INTP
854,INTP,INTP
855,ENTP,ENTP
856,INTJ,INFP
857,INTJ,INTJ
858,ESTP,INTP
859,ESTP,INTP
860,INFP,INTJ
861,INFP,INTP
862,ISFJ,INTP
863,ESFP,INFP
864,ESTP,INTP
865,ISFP,INTP
866,INTJ,INTP
867,INFP,INFP
868,INTJ,INFJ
869,INFP,INFJ
870,ENFP,INFP
871,INTP,ENTP
872,INTP,INFJ
873,INFP,INFP
874,INFP,INTP
875,INTJ,INTP
876,INTP,INTP
877,INFP,INTP
878,ISFP,INFP
879,INTP,INTP
880,ISTJ,INTP
881,INTP,INFP
882,INTJ,INFP
883,ENTP,INTP
884,ESFJ,ENTP
885,ENTP,INTP
886,ENTP,INFP
887,INTP,INTP
888,INTP,INTP
889,INFP,INTJ
890,INTP,ISTJ
891,ENFP,INFJ
892,ISTJ,INTP
893,ISFP,INTP
894,INTP,INTJ
895,INFP,INTP
896,INTP,INTP
897,INTP,INTJ
898,INFJ,INTP
899,INTP,INFJ
900,INFJ,INTP
901,ESTP,INTP
902,ENTP,INFJ
903,INFP,INFP
904,INFP,INFP
905,ISTP,INTP
906,INFP,INFJ
907,INTP,INTP
908,ESTP,INTP
909,INTP,INTP
910,ISTP,INTP
911,ISTP,INFP
912,ENTP,INTJ
913,INTP,INTP
914,INTJ,INFJ
915,INTJ,INTP
916,ESFP,INFJ
917,ISTP,INFP
918,INTP,INTP
919,ISTJ,INTP
920,ESFP,INFJ
921,ISFJ,INTP
922,INFP,INTP
923,INTP,INTP
924,INTP,INTP
925,INTJ,INTP
926,ENFP,INTP
927,INTP,INTP
928,ENTP,INFP
929,ISFP,INTJ
930,ENTP,INTP
931,ENTP,INTP
932,ISFJ,INTP
933,INTP,INFP
934,ENTJ,INTP
935,ISTP,INTP
936,INTP,INTP
937,ISTP,INTP
938,INFP,INFP
939,ENTJ,INFP
940,ISFJ,INTP
941,ISTJ,INTP
942,INFP,INTP
943,INTP,INTP
944,ISTP,INFP
945,INTJ,INFJ
946,ISTJ,INFP
947,ISTP,INTP
948,INFP,INTP
949,INTP,INTP
950,ENTP,INTP
951,ISFJ,INFP
952,ISFP,INTP
953,ISFJ,INTP
954,ENTP,INTP
955,INFJ,INFP
956,INFP,INFJ
957,ENFP,INFP
958,ISFJ,INTP
959,INTJ,INFP
960,ENTP,INTP
961,ISFJ,INFP
962,INFP,INTP
963,INFJ,INFP
964,INTP,INTP
965,INFJ,ENTP
966,INFJ,ENTP
967,ISFJ,INFP
968,ENTP,INTP
969,INTJ,INTP
970,INTP,INFP
971,INFP,INTP
972,INTP,INTP
973,ENTP,INFJ
974,INTP,INTP
975,ENTJ,INTP
976,INTJ,INFJ
977,ISTP,INTP
978,INFJ,INTP
979,INFJ,INTJ
980,ENTP,INTP
981,INFJ,INTP
982,INTP,INFJ
983,INTJ,INFP
984,ESTJ,INTP
985,INFP,INFP
986,INTP,INTP
987,ENTP,INTJ
988,ENTP,INTP
989,INTP,INFP
990,ENTP,INTP
991,INFP,INFP
992,INFP,INFP
993,INFP,INFJ
994,INTP,INTP
995,INTJ,INFP
996,ENTJ,INFP
997,ENTJ,INFP
998,INTJ,INTP
999,INFJ,INTP
1000,INTP,INFJ
1001,INFJ,INTP
1002,ISTJ,INTP
1003,INTP,INFJ
1004,INFP,INTP
1005,INTP,INTJ
1006,ISTP,INFP
1007,ENTJ,INFP
1008,ENFP,INTP
1009,ENFJ,INTP
1010,INFP,INTP
1011,INTJ,INTJ
1012,INFJ,INTP
1013,INTP,INTP
1014,ENTP,INFJ
1015,ENFP,INTP
1016,INTP,INTP
1017,INTP,INTP
1018,ISFJ,ENTP
1019,ISFP,INFP
1020,ISTJ,INTP
1021,ISTJ,INTP
1022,INTJ,INTP
1023,INTP,INTP
1024,ISTP,INFP
1025,INTP,INTP
1026,ISFP,INTP
1027,ISFP,INFP
1028,ENTJ,INTP
1029,ESTP,INTP
1030,ENFP,INTJ
1031,ENFJ,INFJ
1032,INTP,INTP
1033,INTP,INFJ
1034,INTJ,INTP
1035,INFP,INFJ
1036,INFJ,INTP
1037,INTJ,INTP
1038,ENTP,INTP
1039,ESTP,ENTP
1040,INTP,INTP
1041,ISTP,INTP
1042,INTJ,INTP
1043,ISTJ,INTP
1044,INTP,INFJ
1045,ENTJ,ENTP
1046,ENTP,INFJ
1047,ESTJ,INTJ
1048,ESFP,INTP
1049,INTJ,INTP
1050,INFP,INFP
1051,ISTJ,INTP
1052,ENTP,INFP
1053,INTP,INTP
1054,INTP,INTP
1055,INTJ,INTP
1056,ENFJ,INTP
1057,INFP,ISTJ
1058,ENTP,INTP
1059,ENTP,INTP
1060,INFJ,INTP
1061,INFP,INTP
1062,INFP,INFJ
1063,INFP,ENTP
1064,INTJ,INFJ
1065,INFP,INTJ
1066,ENTP,INFJ
1067,INTP,INTP
1068,ISFJ,INFP
1069,ISTP,INFJ
1070,ESFP,INFP
1071,ENTP,INTP
1072,INFP,INFP
1073,ISFP,INFJ
1074,INTJ,INTP
1075,INTP,INFP
1076,INTJ,INTP
1077,ESTJ,INFP
1078,INFP,INTP
1079,ISTP,INTP
1080,ESFP,INTP
1081,INFP,INTP
1082,INTJ,INTJ
1083,INTJ,INTJ
1084,INFP,INFP
1085,ISFJ,ENTP
1086,INTP,INFP
1087,INTP,INTP
1088,ENFJ,INTP
1089,ENFP,INFP
1090,INTP,INTJ
1091,INTP,INTP
1092,ESTJ,INFP
1093,ISFP,INTP
1094,INFP,INFP
1095,INTJ,INTJ
1096,ENTP,INTP
1097,INFP,INTP
1098,INFJ,INFP
1099,ISTP,INTP
1100,ISFP,INFP
1101,ENTJ,INTP
1102,ENFP,INTP
1103,INTP,INFP
1104,ENFP,INFP
1105,ENTJ,INTP
1106,INFP,INFJ
1107,INTJ,INTP
1108,INTJ,INTJ
1109,INTP,INFP
1110,ISTJ,INTJ
1111,ISTP,INTP
1112,ISFJ,INTP
1113,ENFP,INFP
1114,ISTP,INTP
1115,ENFP,INTP
1116,ISTJ,ISTJ
1117,INTP,INTP
1118,ISTP,INFJ
1119,INFP,INFJ
1120,ENTJ,INFP
1121,INTP,INTP
1122,INTP,INTP
1123,ISFP,INFP
1124,INTJ,INFP
1125,INFJ,INTJ
1126,INTP,INFP
1127,INFP,INTP
1128,ENFP,INTJ
1129,INTP,INTP
1130,ISFJ,INTP
1131,ENTP,INFP
1132,ENTP,INTP
1133,ESTP,INTP
1134,INTP,INTP
1135,INFP,INFP
1136,ENTP,INTP
1137,ENTP,INFP
1138,ENTP,INTP
1139,ISFP,INTP
1140,ISFJ,INFP
1141,ENTP,INFP
1142,INFP,INTP
1143,INTP,INFP
1144,INTP,INTP
1145,INTP,INTP
1146,INFJ,INFP
1147,INTP,INTP
1148,INFP,INTP
1149,INFJ,INFP
1150,INTP,INTP
1151,ISFJ,INTP
1152,INTJ,INTP
1153,ENFJ,INTP
1154,ENFJ,INFP
1155,INTP,ENTP
1156,ESFP,INTP
1157,INFP,INTP
1158,ENTJ,INTP
1159,ENTP,INTP
1160,INTJ,INFP
1161,INFJ,INTP
1162,INTP,INTP
1163,ISFJ,INTP
1164,INFJ,INTJ
1165,ENFP,ISTJ
1166,ENTP,INFP
1167,INFP,INFP
1168,INFJ,INTP
1169,INFJ,INTP
1170,ENTP,INFP
1171,INFP,INTP
1172,INFP,INTJ
1173,ESTP,INTP
1174,INTP,INTP
1175,INTP,INTP
1176,ENFP,INTP
1177,INFP,INTP
1178,INTP,INTP
1179,INFP,INTJ
1180,ISTJ,ISTJ
1181,ENFP,INTP
1182,INTJ,INTP
1183,INTP,INTP
1184,INFP,INTJ
1185,INFJ,INTP
1186,INFP,INTP
1187,INFJ,INFJ
1188,INFJ,INTJ
1189,INFJ,INFP
1190,INFP,INFP
1191,ENTP,INFP
1192,INFP,INTP
1193,INTJ,INTP
1194,INFJ,INTP
1195,INTP,INTP
1196,INFP,INTJ
1197,ISTJ,INTP
1198,ESTJ,INFJ
1199,ENTP,INTP
1200,INTJ,INTP
1201,INFJ,INFP
1202,ENTP,INFP
1203,INFJ,INTP
1204,ENTP,INFP
1205,INTJ,INFP
1206,ESTP,INTP
1207,ENTP,INFJ
1208,ISFJ,INTP
1209,INTP,INTP
1210,INFP,INTP
1211,INTJ,INTP
1212,ENTP,INTP
1213,INFJ,INTP
1214,INFJ,INTP
1215,INTP,INFJ
1216,INFJ,INFP
1217,ISTJ,INFP
1218,ISTP,INTP
1219,ISFJ,INTP
1220,ISFJ,INTP
1221,INTP,INTP
1222,INFP,INTP
1223,ISTP,INTP
1224,ISTJ,INTP
1225,ISFJ,INFP
1226,INTJ,INTP
1227,INFP,INFJ
1228,INFP,INFP
1229,ESTP,ENTP
1230,ESFJ,INTP
1231,INTP,INTP
1232,ENTP,INFJ
1233,ISTP,ENTP
1234,ISFP,INFP
1235,INFJ,INFJ
1236,INTJ,INTP
1237,ISTJ,ISTJ
1238,INFJ,INFP
1239,INFJ,INFP
