,True,Predicted
330,ISFP,INFP
331,ISTP,INFP
332,INTP,INTP
333,INTJ,INTP
334,ENTP,INTP
335,ESTP,INTJ
336,ENFP,INTP
337,ENTP,INTP
338,INTJ,INFP
339,INTP,INTP
340,INFP,INTP
341,INFP,INFP
342,ENTP,INTP
343,ESTP,INTP
344,ISFP,INTP
345,ISTJ,INTP
346,ENTP,INTP
347,ISTP,INFP
348,ESTJ,INFP
349,ENTP,INTP
350,ISTJ,INTP
351,INTP,INTP
352,INTJ,INTJ
353,ENFP,INFP
354,INFJ,INFP
355,INFP,INTP
356,ENTP,INFP
357,ISTP,INTP
358,ENFP,INTP
359,INTP,INFP
360,ENTP,INTJ
361,INTJ,INTP
362,INFJ,INFP
363,INTP,INTP
364,ISFP,INTP
365,ENTP,INFP
366,ENFJ,INFP
367,INTP,INTP
368,ENFJ,INFP
369,INFP,INTP
370,INTJ,INTP
371,ISTJ,INTP
372,INFP,INFP
373,INTP,ENTP
374,INFP,INFP
375,INFP,INTJ
376,INFJ,INTP
377,ESTP,INTP
378,ISTJ,INFP
379,ENTP,INTJ
380,ISTP,INTP
381,INFJ,INFJ
382,INTJ,INTP
383,ENFP,INFP
384,ISFP,INFP
385,ENTJ,INTJ
386,INTP,INTP
387,ISFP,INTP
388,INFJ,INTJ
389,INTP,INFP
390,INTJ,INTP
391,INTP,INFP
392,INTP,INTP
393,ISTJ,INFP
394,INFJ,INTJ
395,ISFP,INFP
396,ENTP,ENTP
397,INTP,INTJ
398,ESFP,INFP
399,INTJ,INTP
400,INFJ,INFP
401,ENFJ,INTP
402,ESTP,INTP
403,ESTP,INFP
404,INTP,ISTJ
405,ISTJ,INFJ
406,ENTP,INTP
407,ISTJ,ISTJ
408,ENFP,INTP
409,INTP,INTP
410,INFJ,ISTJ
411,ESTJ,INFP
412,INTJ,INFP
413,INTP,INTP
414,INTP,INTP
415,INFJ,INTP
416,INTP,INTP
417,INTJ,INTP
418,INFP,ISTJ
419,INFP,INFP
420,ESTP,INTP
421,INFP,INTP
422,ENTJ,INTP
423,ISTP,INFJ
424,INTJ,INTP
425,ISFP,INFP
426,INTJ,INTP
427,INTP,INTP
428,INTP,INTP
429,INTP,INTP
430,ISTJ,INTP
431,INFP,INTP
432,INFP,INFP
433,INTJ,ENTP
434,INTJ,INTP
435,INTP,INFP
436,INTP,INTP
437,INTP,INTP
438,ISFP,INFP
439,ESFP,INTP
440,ESTP,INFP
441,INFP,INTP
442,INFP,INTJ
443,ISTJ,ISTJ
444,ENFP,INTP
445,INFP,INFJ
446,ENTP,INTP
447,ESFP,INTP
448,INFJ,INTP
449,INTP,ISTJ
450,INTP,INFP
451,ISTJ,INTP
452,ENTP,INTP
453,ENTP,INTP
454,INFP,INTP
455,INTP,INTP
456,INFJ,INFP
457,INTP,INTJ
458,INFP,INFP
459,ENTJ,INFJ
460,INFJ,INTP
461,INFJ,INFP
462,INFP,INTP
463,INTJ,INFP
464,ISFJ,INTP
465,ISTP,ENTP
466,ENFJ,INFP
467,ESTP,INTJ
468,INFJ,INFJ
469,INTP,INTP
470,INTP,INTP
471,INTJ,INFP
472,ISTJ,INTP
473,INTP,INTP
474,INTP,INFP
475,ISFP,INTP
476,ESFJ,INTP
477,INFJ,INTP
478,INFP,INTP
479,ENFJ,INTP
480,INTJ,INFP
481,ENTP,ENTP
482,INFP,INTP
483,INTJ,INTP
484,ENFP,INFP
485,ESTP,INTP
486,INTP,INTP
487,INFP,ENTP
488,INTJ,INTJ
489,ISFP,INTP
490,ENTJ,INTP
491,ISTP,INFP
492,INTP,INTP
493,INTJ,INTP
494,INTJ,INTP
495,INTP,INFP
496,INTP,INTP
497,INTJ,INTP
498,ISTP,INTP
499,INFJ,INFP
500,ENTJ,INFP
501,ISTP,INTP
502,ESFP,INFP
503,INFP,INTP
504,INTJ,INFP
505,ENFP,INFP
506,INTP,INTP
507,INTP,INTJ
508,INTJ,ISTJ
509,INFP,INTP
510,INFP,INFP
511,ESTP,INTP
512,ESTJ,INFP
513,INTP,INTP
514,ISTP,ENTP
515,ISTP,ENTP
516,INFP,INFP
517,ENTJ,INTP
518,ENFP,INTJ
519,INTJ,INTP
520,INTP,INTP
521,INTP,INFP
522,ENTP,INTJ
523,ISFP,INTP
524,INTP,INTP
525,ENTP,INTP
526,INTP,INTP
527,ISFP,INFP
528,ESTJ,INFP
529,ISFP,INFP
530,INTP,INFJ
531,INFJ,INFP
532,INTP,INFJ
533,INFP,INTP
534,INFP,ENTP
535,ISTP,INFP
536,INFP,INFP
537,INFJ,INTP
538,INTJ,INFP
539,ISTJ,INTP
540,ISTJ,INFP
541,ENFP,INTP
542,INFP,INTP
543,INTP,INTP
544,INTJ,INTP
545,ENTP,ENTP
546,INTP,INTP
547,INTJ,INTP
548,ENTP,INTJ
549,INTP,INTP
550,ENTP,INTJ
551,INTJ,INTP
552,INTJ,INTP
553,ESTJ,INFP
554,ENTP,INTP
555,ISFJ,ENTP
556,INTJ,INTP
557,ENFP,INFP
558,ISTJ,INFP
559,INFP,INTP
560,ESFJ,INFP
561,INFJ,INTP
562,ISFJ,INTP
563,INTP,INFP
564,ESTP,INTP
565,ENTP,INTP
566,INTP,INTP
567,ESFP,INTP
568,ENFP,INFP
569,INTP,INTP
570,ENTP,INTP
571,INFJ,INTP
572,INTP,INTP
573,INTP,INFP
574,INTJ,INTP
575,ISTJ,ENTJ
576,INFP,INTP
577,INFJ,INTP
578,INTP,INTJ
579,ENFP,INFP
580,ENTP,ISTJ
581,ESTP,INTP
582,INTP,INFP
583,ENFP,INTP
584,ISFP,INTP
585,INTJ,INTP
586,INTJ,INTJ
587,ISTJ,INTJ
588,ENFP,INFP
589,ENFP,INFP
590,INFP,INTJ
591,INTJ,INTP
592,INFP,INTJ
593,INTJ,INTJ
594,ENFP,INTP
595,ENTP,INTP
596,ISFP,INTP
597,ISTJ,INFP
598,INTP,INTP
599,INFJ,INFP
600,ESFP,INFP
601,INFP,INFP
602,ENFJ,INFP
603,ENTP,INTP
604,ENTP,INTP
605,ENTP,INFP
606,INTJ,INTP
607,INFP,INTJ
608,ENFJ,INFP
609,ESFP,INFP
610,ISFJ,INTJ
611,INFP,INTP
612,INFJ,INTP
613,INTJ,INTP
614,INTP,INTP
615,INFP,INTP
616,ENTP,INTJ
617,INTJ,ISTJ
618,ENFP,INTP
619,ISTJ,INTP
620,ISTJ,INTP
621,ENFP,INFP
622,INFJ,INTP
623,INFJ,INTP
624,ENTP,INTP
625,INTP,INTP
626,INFJ,INFP
627,INFJ,INTJ
628,INFJ,INTP
629,INTP,INTP
630,ENTJ,INTP
631,ENFP,INTP
632,INTP,INTP
633,ESTJ,INTP
634,ENTP,INTP
635,INTJ,INTP
636,ENTJ,INTP
637,ENFJ,INFP
638,INTP,INTP
639,INFJ,INFP
640,INTP,INFP
641,ENTJ,INFJ
642,ISTJ,ENTP
643,ENTP,INFP
644,INTJ,INTJ
645,ESFJ,INTP
646,ISFJ,INTP
647,INTJ,INTP
648,INFJ,INTP
649,ISTP,ISTJ
650,ENFJ,INFP
651,INFP,INTP
652,INTP,ENTP
653,INTJ,INFP
654,INFP,INFJ
655,ISFP,INFP
656,ISTJ,INTP
657,ENTP,INFJ
658,ENFJ,INTP
659,INTJ,INFP
660,ENTP,INTP
661,ENFP,INTP
662,INTP,ENTP
663,ISFJ,INFP
664,ESTP,INFP
665,ESFJ,INFP
666,ENTP,INTJ
667,ISFJ,INFP
668,INTP,INTP
669,ENTP,INFP
670,ISTP,ENTP
671,ESFP,INTP
672,INTP,INTP
673,ENTP,INTP
674,INFP,INFP
675,INFP,INTP
676,INTJ,ENTP
677,INTP,INFP
678,INFP,INTP
679,ENFP,INTP
680,INTJ,INTJ
681,INTJ,INFP
682,ENTJ,INTP
683,INFJ,ENTP
684,ISFP,INTJ
685,INTJ,INTP
686,ENFP,INTP
687,INFJ,INTP
688,ENTP,INTP
689,INFJ,INFJ
690,ESTP,INTP
691,INFJ,INFP
692,ENTP,INTP
693,ISTJ,ISTJ
694,ESFP,ESFP
695,INTP,INTP
696,INFP,INFJ
697,ENTJ,ENTP
698,INTP,INFP
699,ENTP,INTP
700,INTJ,INTP
701,INFJ,INFP
702,ISTP,INTJ
703,ISTJ,INFP
704,ENTP,INTP
705,ENTP,INFP
706,INFJ,INTJ
707,INTP,INTP
708,INFP,INFJ
709,ISFJ,INTP
710,INFP,INFP
711,INTP,INTP
712,INFP,INFP
713,ENTJ,ENTP
714,ENTP,INFP
715,INTJ,INTJ
716,ESTP,INTP
717,ENTP,INTP
718,ESTP,INTP
719,ISFP,INTP
720,INTP,INTJ
721,INTP,INFP
722,INTP,INTP
723,INTJ,INTP
724,INTP,INTP
725,ENFP,INFP
726,INTJ,INTP
727,ENTP,INFP
728,INFP,INTP
729,INTP,INTP
730,ESTP,INTP
731,INTJ,INTP
732,ENTP,INTP
733,ENTP,INFP
734,ENTP,INFP
735,INFP,INTP
736,INFP,INFP
737,ENTP,INFP
738,ESFP,INTP
739,ENTJ,INTP
740,ENTJ,INFP
741,INTP,ENTP
742,ENFP,INFJ
743,INTP,INTJ
744,ISFJ,INTP
745,INTJ,INTP
746,INTP,INTP
747,ENTP,INTP
748,INFJ,INTP
749,INFJ,ENTP
750,ESTJ,INTP
751,ESTP,ENFP
752,ENFJ,INTJ
753,INFP,INFP
754,ISFJ,INTP
755,INTP,INTP
756,INFP,INFJ
757,ENFP,INFP
758,INFP,INFP
759,INTP,INTP
760,INTJ,INTP
761,ESFP,ISTJ
762,ISTJ,INFP
763,ESTP,INFP
764,INTP,INFP
765,INTP,INTP
766,ENFP,INTP
767,ENTP,ENTP
768,INTJ,ENTP
769,INTP,INFP
770,INTP,INFP
771,ESFP,INTP
772,ESTP,INTP
773,INFJ,INTJ
774,INFJ,INTP
775,ENFP,INTP
776,INTJ,INFP
777,ESFP,INFP
778,ENTP,INTP
779,ISTP,INTP
780,ENTJ,INTP
781,INFP,INFP
782,INTP,INFP
783,INFJ,INFP
784,ENTP,INTP
785,ENTP,ENTP
786,INFP,INFJ
787,INTP,INTP
788,INFJ,INFP
789,INTJ,INTP
790,ISTJ,INFP
791,INTP,INFP
792,INTP,INTP
793,INTP,INFP
794,ENTP,INFP
795,INTJ,INFP
796,INTJ,INTP
797,INTP,INTP
798,ENFP,INTP
799,INTP,INTP
800,INTP,INTP
801,INFP,INTP
802,INFJ,INTP
803,INTJ,INTP
804,ISFP,INFP
805,ENTP,INTP
806,ISTP,INTP
807,ISFJ,INFP
808,ENTP,INTJ
809,INFP,INFP
810,INTP,INTP
811,INFJ,INTJ
812,INTJ,INTJ
813,ENTP,INTP
814,INTP,INTP
815,ISFP,INTP
816,ISTP,INFP
817,INFP,INFP
818,ENTP,INTJ
819,ENTP,INTP
820,ISFJ,INFP
821,INTP,INTP
822,INFP,INTP
823,ENTP,INTP
824,ENTJ,INTP
825,INFP,INTP
826,ENTP,INTP
827,INFP,INFP
828,ENFJ,INTP
829,INTJ,INTP
830,ISFJ,INTP
831,INTJ,INFP
832,ESFJ,INTP
833,INTJ,INTJ
834,INFP,INTP
835,INTJ,INTP
836,INFP,INTP
837,ISTP,ENTP
838,INTP,ISTJ
839,INTJ,INFP
840,ESTJ,INTP
841,ESTP,INTP
842,ENFP,INFP
843,ENTP,INTP
844,ISTJ,ISTJ
845,ESTP,INTP
846,INTJ,INTJ
847,INTJ,INTP
848,INFP,INFP
849,ISTP,INFP
850,ISFP,INTP
851,INFP,INFP
852,INFJ,INTP
853,ISFP,INTP
854,ENFJ,INTP
855,INFJ,INTP
856,INTP,INTJ
857,INFP,ISTJ
858,ISFJ,INTJ
859,INFP,INFP
860,INFP,INTJ
861,INTJ,INFP
862,ENTP,INTP
863,ISFP,INTP
864,ISTP,INTP
865,INFJ,INTP
866,INTP,INFP
867,INTJ,INFP
868,INTJ,INFP
869,INFP,INTP
870,INFJ,INTJ
871,ENTJ,INTJ
872,INTJ,INTP
873,ENTJ,ENTP
874,INFJ,INTP
875,INFP,INFJ
876,INTJ,INTP
877,ISFJ,INFJ
878,INTP,INTP
879,ISFJ,INTP
880,INTJ,INFP
881,ESTP,INTP
882,INTP,INTP
883,INTP,INTP
884,ISFP,INFP
885,ENTP,INFP
886,ENTP,INTP
887,INTP,INFP
888,INFJ,INTJ
889,INFP,INFP
890,INTJ,INFP
891,INFP,INFP
892,ENFJ,INFP
893,INTP,INTP
894,ENFJ,INTP
895,INFP,INFP
896,INFJ,INFP
897,ENTP,INTP
898,ENTJ,INFP
899,INFP,INTP
900,ENTJ,INFP
901,ENTP,INTP
902,ENTP,INFP
903,INFP,INFP
904,INTJ,INFJ
905,ESTP,INFP
906,ENTP,INFP
907,ENTP,INTJ
908,ENFP,INFP
909,INFP,INTP
910,INTP,INFP
911,ISFJ,INTP
912,INTJ,INTP
913,INTP,INFP
914,ENTP,INTP
915,INTP,INFP
916,INFP,INTJ
917,INTJ,INTP
918,ENFP,INFP
919,INFP,INFP
920,ESTJ,INTJ
921,ENTP,INTP
922,ISFP,INFP
923,ESFP,INTP
924,INFJ,INFP
925,INFP,INTP
926,ENTP,INTJ
927,ENFP,INTP
928,INTP,INFP
929,INFJ,INTP
930,INTP,INTP
931,ISFP,INFP
932,INTJ,INFP
933,ENFJ,INFP
934,ENTP,INTP
935,ENFJ,INTP
936,INTP,INTP
937,INTP,ESFJ
938,ISFP,INTP
939,ISTP,INTP
940,ESTP,INTP
941,INFJ,INFP
942,ISFP,INTP
943,INTP,INTP
944,ENTP,INTP
945,ENFP,INTP
946,INFJ,INTJ
947,INFJ,INTP
948,INTJ,INTJ
949,INFP,INTJ
950,INFP,INTP
951,INFJ,INFP
952,INFP,INFP
953,INFP,INTP
954,INFJ,INFP
955,ENTP,INTP
956,ENTJ,INTJ
957,INFP,INTP
958,INTP,INTP
959,INTJ,INTP
960,ENTJ,INTP
961,ENFP,ENTP
962,INTJ,INTP
963,ISTJ,INTP
964,INFJ,INFP
965,ENTJ,INTP
966,INFP,INTP
967,INTP,INFP
968,INTP,INTJ
969,ENFJ,INFP
970,ISTP,INFP
971,ESFJ,INFP
972,ESTP,INTP
973,INTP,INFP
974,INFP,INTP
975,INTJ,INFP
976,ISTJ,ISTJ
977,ISFJ,INTP
978,ENTJ,INFP
979,ESTP,INFP
980,ENTJ,INTP
981,ISFJ,INTP
982,ENFJ,INFP
983,ESFJ,INFP
984,INFP,INTP
985,ESFP,INTP
986,INFJ,INTP
987,ENTP,INFJ
988,INFP,INTP
989,INTP,INTP
990,ISFJ,INFJ
991,INTP,INTP
992,ISFJ,INFP
993,INTP,INTP
994,INTJ,INTP
995,ISFJ,INTP
996,INFJ,INTJ
997,INFP,INTP
998,ISTJ,INTJ
999,INFP,INTP
1000,INTP,INFP
1001,INFJ,INTP
1002,ISTJ,INTP
1003,INTP,INTP
1004,ESFP,INFP
1005,INFJ,INTP
1006,ENTP,INFP
1007,INTP,INTP
1008,ENTP,INFP
1009,INFP,INTP
1010,ISTJ,INTP
1011,ENFP,INFP
1012,INFP,INFP
1013,ENFP,INTJ
1014,INTJ,INTJ
1015,ISTP,INFP
1016,ISTJ,ISTJ
1017,INTJ,INFP
1018,ISTJ,INTP
1019,INFP,INTP
1020,INTP,INTJ
1021,INTP,INTP
1022,ENFJ,INTP
1023,INTP,INFP
1024,INTP,INTP
1025,ISFP,INFP
1026,ISFP,INTP
1027,ISFJ,INTP
1028,INTP,INTP
1029,ESFP,INTP
1030,ENTJ,INFP
1031,INTP,INTP
1032,INTP,INFP
1033,ESFP,INFP
1034,INFP,INFP
1035,INFJ,INTP
1036,ENFP,INFP
1037,INFP,INFP
1038,ENTJ,INTP
1039,INFP,ISTJ
1040,INFP,INFP
1041,ISFP,ENTP
1042,ENFP,INFP
1043,INTP,INTP
1044,INFJ,INTP
1045,ISTP,INFJ
1046,INTP,INTP
1047,INFJ,INFJ
1048,INTJ,INFP
1049,INTJ,INTP
1050,INFP,INFP
1051,ENTP,INTP
1052,INFJ,INTP
1053,INFP,INTP
1054,INFJ,INFP
1055,INTP,INTP
1056,ISFJ,INTP
1057,ESTP,INTP
1058,ISFJ,INTP
1059,ENTP,INFP
1060,ISFJ,INFP
1061,ESFP,INFP
1062,INTJ,INTJ
1063,INTJ,INFP
1064,INTJ,INTJ
1065,ENTP,INFP
1066,INFP,ISTJ
1067,ISTP,INFP
1068,INTP,INTP
1069,INFP,INFP
1070,ESFP,INFP
1071,INTJ,INTP
1072,INTP,INTP
1073,INFJ,INTP
1074,INTJ,INTJ
1075,ENTP,INTP
1076,INTJ,INTP
1077,ENTP,INFJ
1078,ISFJ,INTP
1079,INFP,INTP
1080,ENFJ,INFP
1081,INTJ,INTJ
1082,INTJ,INTP
1083,INFP,INFP
1084,INFP,INFP
1085,INTP,INFP
1086,ENTP,INTP
1087,INTP,INTP
1088,ISTP,INTP
1089,INTJ,INTP
1090,ESFP,INTP
1091,INFJ,INTJ
1092,INTJ,INTP
1093,ESTP,INFP
1094,INFJ,INTP
1095,ISFJ,INFP
1096,INTP,INTP
1097,ISTP,INFP
1098,ENTP,INTP
1099,ENFP,INTP
1100,ISTP,INTP
1101,ENFP,INFP
1102,ENTP,INTP
1103,INFP,INFP
1104,ISTJ,INTP
1105,ESTP,ISTJ
1106,ISTP,INFP
1107,INFP,INTP
1108,INTP,INTP
1109,INTJ,INTP
1110,INTP,INTP
1111,ISFJ,INTJ
1112,ESTP,INTP
1113,INTP,INFP
1114,ESTJ,INFP
1115,ISTJ,ISTJ
1116,ENTP,INTP
1117,ESTJ,INFP
1118,INTP,INTP
1119,ENFJ,INTP
1120,ENTJ,INTP
1121,INTJ,INTJ
1122,INFP,INTP
1123,ESFP,INFP
1124,ISFP,INTP
1125,INFJ,INFP
1126,INFP,INFP
1127,ISTP,INTP
1128,INTP,INTJ
1129,ENFJ,INTP
1130,INTP,INTP
1131,INFJ,ENTP
1132,ENFP,INTP
1133,INTP,INTP
1134,INTP,INFP
1135,INFJ,INFP
1136,ESTJ,INFP
1137,INTJ,INTP
1138,INTJ,INTP
1139,INTJ,INFP
1140,ISTJ,INTP
1141,INFP,INFP
1142,ISFP,INTP
1143,INFJ,INFP
1144,ESTP,INFP
1145,INFP,INTP
1146,ENTP,INFP
1147,INTJ,INTP
1148,ESFP,INTP
1149,INTP,INTP
1150,INFJ,INFP
1151,ISTP,INTP
1152,INTP,INFP
1153,ESFP,INTJ
1154,INTJ,ENTP
1155,ESFJ,INTP
1156,ISFJ,INFP
1157,ENTP,INTJ
1158,INTP,INTP
1159,INFP,ENTP
1160,INTJ,INTP
1161,ENFJ,INTJ
1162,INTP,INTP
1163,ISTP,INFP
1164,INTP,INTP
1165,INFJ,INTP
1166,ISFJ,INFP
1167,ENTJ,INFJ
1168,ISFJ,INTP
1169,ISTJ,ISTJ
1170,ISTP,INTP
1171,ENFJ,INTJ
1172,ESTP,INTP
1173,ISTP,INFJ
1174,INFP,INTJ
1175,ISTP,INFP
1176,INFP,INFP
1177,ISTJ,INFP
1178,ENTP,INFP
1179,INTP,INFP
1180,INFP,INTP
1181,INTJ,INFP
1182,INTP,INTP
1183,INFP,INTP
1184,ENTP,INTP
1185,ISTP,INFP
1186,ESTP,INTP
1187,INTJ,INTP
1188,ESTP,INTP
1189,ISFJ,INTP
1190,ISFP,INTP
1191,INFP,INTP
1192,ISTP,INTP
1193,ESFP,INFP
1194,INFJ,INFJ
1195,INFP,INTP
1196,ISTJ,INTP
1197,ENTJ,INTP
1198,INTJ,INTP
1199,INTP,INFJ
1200,INTP,INTP
1201,ISTJ,INTP
1202,ISTJ,INTP
1203,INTP,INFP
1204,ENTP,INTP
1205,INTP,INTP
1206,ISTJ,ISTJ
1207,INTP,INTP
1208,ENTP,INTP
1209,ISTP,INTJ
1210,INTP,INFP
1211,INFP,INTP
1212,INFP,INFP
1213,ENFP,INTP
1214,ENTJ,INTP
1215,ISTP,INTP
1216,INTJ,INTJ
1217,ENTP,INTP
1218,INTJ,INFP
1219,INFJ,INTP
1220,INTP,INTP
1221,ENFP,INTP
1222,INTP,INFP
1223,ESFJ,INFP
1224,ISTJ,INFP
1225,ENTP,INFP
1226,ENTP,INFJ
1227,INTJ,INTP
1228,INTP,INTP
1229,INFP,INFJ
1230,ENFJ,INFJ
1231,INTP,INTP
1232,INTJ,INTP
1233,INTP,INTP
1234,ISFP,INTP
1235,INTJ,INTJ
1236,INTJ,INTP
1237,ENFP,INFJ
