,True,Predicted
232,INFJ,ENFP
233,ENTP,INTP
234,ISFP,INFJ
235,ESFJ,ISFJ
236,ENFP,INTP
237,ENFP,INFP
238,ESTP,ISFP
239,ENFJ,ENTP
240,ENTJ,INTP
241,ENTP,INTP
242,ISFJ,INFP
243,ESFP,INFP
244,ENTP,ENTP
245,ESTJ,INFP
246,INFJ,INFJ
247,ENFP,ISFP
248,ISTJ,INTP
249,ESTJ,INTP
250,ISFP,INFP
251,INTJ,ENTJ
252,ESFP,ENTP
253,ESTJ,ENTJ
254,ESTJ,INFJ
255,ISFJ,ISFJ
256,ENFP,INFP
257,INFP,ENFP
258,INFP,INTJ
259,ISTJ,INTJ
260,ESTP,INTJ
261,INFJ,INFP
262,INFJ,INTP
263,ESFJ,ENTP
264,INTP,INTP
265,INTJ,INFJ
266,ESTJ,ESTP
267,ISTP,INTP
268,ENFP,ENTP
269,INTP,INFJ
270,ESTJ,ISTJ
271,ESTJ,INTP
272,ESFJ,INTP
273,INFJ,ENTP
274,ISTP,INTP
275,ENTP,INTJ
276,ENTJ,INFJ
277,INFP,INFJ
278,ISTP,INFP
279,ENTP,INFJ
280,INFJ,ENTP
281,INFP,ISFP
282,ESFP,INTP
283,INFP,INTJ
284,ISTJ,INFP
285,ISFJ,INTJ
286,INFJ,ENTJ
287,ESFP,ESTP
288,ISFP,INTP
289,INTP,ENTP
290,INTJ,INTJ
291,ISTJ,INFP
292,ENTJ,INTJ
293,ENFP,ISFP
294,ISTJ,INFJ
295,ENTJ,INFJ
296,ESFJ,INFJ
297,INTP,INTJ
298,ENTP,INFP
299,INFP,INFP
300,ENTP,INTP
301,ESFP,INTP
302,ENFP,INTJ
303,ISFJ,INTP
304,ISFJ,INTP
305,ISFJ,INTJ
306,ISTP,ENFP
307,ISTJ,ENTP
308,ESFJ,INTP
309,ESFP,ISFJ
310,ENTJ,INTP
311,ESTP,INTP
312,INTJ,INTP
313,ENTJ,INFP
314,INFJ,INFJ
315,ENFP,INFP
316,ESFJ,ISTJ
317,INTP,ENTP
318,INTP,INTP
319,ESFP,INTJ
320,ESTJ,INTP
321,ESFP,ENTP
322,ISTP,INFP
323,INTJ,INFP
324,ESFP,ESFP
325,INTP,INTJ
326,ENFP,INTP
327,ISFP,INTP
328,ENTJ,INTJ
329,ENTP,INTP
330,INFP,INTJ
331,INFP,INTP
332,ISFP,ENTP
333,INTJ,ESFP
334,ISFJ,INFJ
335,ESFP,INTP
336,ESTJ,ENTP
337,ISTJ,INTJ
338,ISFJ,INTP
339,ESFJ,INTJ
340,ESTJ,ISTJ
341,ISFJ,ENFJ
342,ISTP,ENTJ
343,ENTP,ESFP
344,INFP,INTP
345,INTP,INTJ
346,ENFP,INTJ
347,ENTJ,INFP
348,ESTP,ESTP
349,ESFP,ENTP
350,ENTJ,ENTP
351,ISTJ,ENTP
352,ISTP,INFP
353,ENTJ,ENTJ
354,INTJ,ENTP
355,ESFP,INTJ
356,ISFJ,INFP
357,ISTJ,INFP
358,ISTJ,ENTJ
359,ENTJ,INTP
360,ESTP,ENFJ
361,ESFP,INTJ
362,INFP,ISFP
363,ESFJ,INTJ
364,ISFP,INTP
365,ENTJ,ENTP
366,ENFJ,INFJ
367,INTJ,INTJ
368,ENFP,INTJ
369,INTP,INFJ
370,INTP,ENTP
371,ENFJ,INFJ
372,INTP,INTJ
373,ESFP,ISTP
374,ENFP,INFP
375,ENFJ,INTJ
376,INFP,INTP
377,ESTP,INTP
378,INTP,INTP
379,ENTJ,ENTP
380,INTP,ENTP
381,ENFP,ENTP
382,INFJ,ISFP
383,INFJ,INTP
384,INFP,ISTP
385,ENFJ,INTP
386,INTJ,ENTP
387,ENFJ,INFJ
388,ESTJ,ISTP
389,ISFJ,INTJ
390,ENFP,ENTP
391,ISTJ,INFP
392,ISFP,ISTJ
393,ENFP,INFP
394,INTJ,INTP
395,ENTJ,ENFP
396,INFP,INTP
397,ESFP,INFP
398,ESFP,INFJ
399,INTP,INFJ
400,INTP,ENTP
401,ESTP,ENTP
402,ESTJ,ENTP
403,INTP,INTP
404,INFJ,ENFJ
405,ESTP,ENTP
406,ISFP,ISFP
407,INFP,INTP
408,INFP,INFP
409,ENFJ,ISFJ
410,ISFJ,INTP
411,INFJ,ENTP
412,ISFP,INTP
413,ESTJ,INTP
414,ISTP,INTP
415,ISTJ,INFP
416,INFP,INFP
417,ESFJ,INFJ
418,INFJ,INTP
419,INTP,INTP
420,ENTJ,INFP
421,ESFP,ENTP
422,ENFP,INTP
423,ENTJ,INTP
424,ISTJ,INTJ
425,ISTJ,INTP
426,ENFP,ESFP
427,ISTP,INTP
428,ESFP,INTP
429,ENFJ,INTP
430,ENTP,INFP
431,ISFJ,INTP
432,ESTJ,ENFJ
433,INFJ,INTJ
434,INTJ,ISFJ
435,ISTP,ENTP
436,ISFP,ESTP
437,ESFP,ISTJ
438,ISFJ,INFP
439,ENFJ,INTP
440,ISTP,INFP
441,ENFJ,ENTP
442,INFP,INTJ
443,ENFP,ENTP
444,ISFP,INFP
445,ENTJ,INTJ
446,INFJ,ENTP
447,ENFP,INTJ
448,ISTP,INTP
449,INFJ,INTP
450,ESFP,INTP
451,ISFP,ENTJ
452,ESFP,ESTP
453,INTJ,INFP
454,ISTP,ENFP
455,ISFP,INFP
456,INFP,ESFP
457,INTJ,INFP
458,ESTJ,INFP
459,ENTJ,ENTP
460,INFJ,ENFJ
461,ESFJ,ESFJ
462,ENTP,INTJ
463,ENFP,INTJ
464,ISTP,INTP
465,INTJ,INFJ
466,INFJ,INFP
467,INFJ,ISFP
468,ISTP,INFP
469,ENTJ,INTP
470,ENTJ,ENTP
471,ESFP,INFP
472,ISTJ,ENTP
473,ENFJ,ISTJ
474,INTP,INTP
475,ISFP,ESTP
476,ISTP,INFP
477,INFP,INTP
478,ISFP,ISTJ
479,ENFP,INFJ
480,ENTJ,INTJ
481,ESFJ,ESFJ
482,ISTP,INFJ
483,ESTP,INTP
484,ESTP,INTJ
485,ENFJ,ENTP
486,ENFJ,ENTP
487,ISFP,ISTJ
488,ESTP,INTJ
489,ENFP,INFP
490,ISFP,INFP
491,ESFP,INFP
492,ENTJ,INTP
493,INTP,INTP
494,ISFJ,INTP
495,ISTP,ENFJ
496,INFJ,INFJ
497,ISTJ,INFJ
498,INFP,INTP
499,ENTP,ENTP
500,ESTP,INFP
501,ENFJ,INTP
502,ESTJ,INFJ
503,ENTP,INFP
504,ISTJ,ISTJ
505,ISTJ,ENFJ
506,INTP,INTJ
507,ESFJ,ENTJ
508,ESTJ,ISFJ
509,ISFJ,INFJ
510,INFJ,INFP
511,ESTP,ENTP
512,ISFJ,INTP
513,ESFJ,ENFP
514,ESFJ,ENTP
515,ENTJ,INTP
516,ENTP,INFP
517,INFJ,INTJ
518,INFP,ENFP
519,ESTJ,ENTP
520,ENFJ,ENTP
521,ISFJ,INTP
522,ISTP,ENTP
523,ISFJ,INFP
524,ESFP,INTP
525,ESFP,INFP
526,ENTJ,INTP
527,ISFP,ESFP
528,ENTJ,INFP
529,ISFJ,ISTJ
530,INFP,ENTP
531,ENTP,INTP
532,ENTP,INTP
533,ENFP,INTJ
534,ISFJ,INTJ
535,INFJ,INFJ
536,ENFJ,ISFJ
537,ESTJ,INFP
538,INTJ,INFP
539,ISFJ,ENFJ
540,ENTP,ENTP
541,ESFJ,INTJ
542,INFP,INTJ
543,ENTP,INTJ
544,ISTP,INFP
545,ENFJ,INFP
546,ESTJ,ENTP
547,ENTJ,ENTJ
548,ESTP,INTP
549,ESFP,ENTP
550,ISFJ,INFJ
551,ENFJ,ENFP
552,ENFJ,INTP
553,ESFP,INTJ
554,ESFJ,ESFJ
555,ENTP,ESFP
556,ISFP,INTP
557,INFP,INTP
558,ENFJ,ENTP
559,ISTP,ISTP
560,ESFP,ENTP
561,ISFP,INTP
562,ISFJ,ENTP
563,INTJ,INFJ
564,ESFP,ISFJ
565,ENFJ,INFJ
566,ENFJ,INTJ
567,ISTP,ENTP
568,ISFP,INFP
569,ISTJ,INFP
570,ISFP,ENTP
571,INFP,INFP
572,ENTJ,INTP
573,ENFJ,INFP
574,INTP,INFP
575,ESTJ,ESFP
576,ENFP,INTP
577,ISTJ,INFP
578,ESFP,ENFJ
579,ISTJ,ISTJ
580,INFP,ENTP
581,INFP,INFP
582,ESTP,INFP
583,ENFP,INFP
584,ENFJ,INTP
585,ISFJ,INFJ
586,ENFJ,INTJ
587,ESFJ,INFP
588,ISFP,INTP
589,ISFP,INFP
590,ISFJ,INFP
591,ESTP,ISTP
592,ENTJ,INFP
593,ENTJ,ISTJ
594,ISFP,INFJ
595,INFP,ENTP
596,ESTP,INFJ
597,INTP,ENTP
598,ISTP,ISTP
599,INFJ,INFJ
600,ISTP,ISTP
601,ENFP,ISTJ
602,ENFP,ISFJ
603,ISFP,ISTJ
604,ESTJ,INFP
605,INTP,INFP
606,INFP,ENTP
607,INFJ,ISTJ
608,ISTJ,ISTJ
609,ESFJ,INTP
610,INTJ,INFJ
611,ESTP,ENTP
612,ESTJ,ENTJ
613,ENTJ,ISFJ
614,ISTP,INFJ
615,ENTJ,ISTJ
616,ENFJ,INTP
617,ENFJ,INFJ
618,ESFP,INFP
619,ISTP,INTP
620,ENFJ,INTJ
621,ENFJ,INTJ
622,ESFP,ESFP
623,ESFP,ISFP
624,INFJ,INFP
625,ENTP,INFP
626,INTP,ISTJ
627,ESFJ,INTJ
628,INTJ,ISFJ
629,ENTJ,INFP
630,INFP,INTP
631,INFJ,ENTP
632,ESFP,INTP
633,ENFJ,ESFP
634,ESFP,INTJ
635,ENTP,ENFJ
636,ESTJ,INFP
637,ENTJ,INTP
638,ESTJ,INFJ
639,INTJ,INFP
640,ESTJ,INTP
641,ENFJ,ISTP
642,ISFP,INTJ
643,ESTJ,ESTP
644,INTJ,ENTP
645,ISTJ,INTP
646,ENFJ,ENFJ
647,ESTJ,INTP
648,ISFJ,INTP
649,ESFP,ENTP
650,INTJ,ENTP
651,INTJ,ISTJ
652,ENTJ,ENTP
653,ESFP,INFP
654,ENTJ,INTP
655,ISTP,INTP
656,ENTJ,INFP
657,ENTP,ISTP
658,INFP,ISFP
659,INTP,ENTP
660,ISTP,ENTP
661,ESFP,INTP
662,ESFP,INTP
663,ENTJ,INTP
664,ENTP,INTJ
665,ENTJ,ISTJ
666,ENFP,INTP
667,ESFJ,INTP
668,ESFJ,INFP
669,ENFJ,ENFJ
670,ISFJ,ISTP
671,ENFJ,INTP
672,INFP,ENTP
673,ISFJ,INTJ
674,ENTJ,ISFJ
675,ESTP,INFJ
676,ESFJ,ISTP
677,ENFP,INTP
678,INFJ,INFJ
679,ISFJ,INTJ
680,ENTP,INTP
681,ESFP,INTP
682,INFP,ENTJ
683,ESTJ,ENTP
684,ESFJ,INTP
685,ESTP,INFP
686,ESFP,ISTJ
687,ENFJ,INFJ
688,ISFJ,INTP
689,INFJ,ENFJ
690,ESFJ,INFJ
691,ISTP,ENTP
692,ISTP,ENFP
693,ENTJ,INTP
694,INFJ,INTP
695,INFJ,INTP
696,ESFJ,ENTP
697,ENFP,INFP
698,ESTJ,INFP
699,ESTJ,ESFJ
700,ISFJ,INTJ
701,INTP,ENTP
702,ISFP,INFP
703,INTP,INFJ
704,ENTJ,ENTP
705,ISTJ,ISTJ
706,INTP,ISTJ
707,ENTJ,ENFP
708,ISFJ,ESTP
709,ENTP,INTJ
710,ENFP,INTP
711,ISTJ,INTP
712,ISFP,INTP
713,INTJ,INFJ
714,ESTP,INTJ
715,INTP,ISTJ
716,INFJ,ENFJ
717,INFP,INTJ
718,ESFJ,INFP
719,ENFJ,INTP
720,ISTP,ISFJ
721,ENFP,INTP
722,INFJ,ESTP
723,ENTJ,INFP
724,INFJ,INFP
725,ENFP,INFJ
726,ESTJ,ENFJ
727,ENFP,ISTJ
728,ENFJ,ENFP
729,INTJ,INFJ
730,ENFP,INFJ
731,ESFP,ESFP
732,ESFJ,INFP
733,ENFP,ENTP
734,ISFP,INTP
735,ENFJ,ESTP
736,ESFJ,INTJ
737,ISFJ,ISFJ
738,ENFJ,ENTP
739,INTP,INTJ
740,ESFP,INTJ
741,ENTJ,INTJ
742,ESFJ,INTJ
743,ESFP,INTJ
744,ENFJ,ISFJ
745,ESTJ,INTJ
746,INTJ,INFJ
747,ESTJ,ENTJ
748,INFJ,INFP
749,INTJ,ENTP
750,ESFP,ENTP
751,ENFJ,ISTP
752,ISFP,ESFJ
753,ISFP,INTP
754,INTP,ISTJ
755,ENFJ,INFJ
756,INFP,ENTP
757,ESTP,INTP
758,ESTP,INFP
759,ISTJ,INFP
760,ENFJ,INTJ
761,ESFP,INTP
762,ENFP,INFJ
763,INFJ,INTP
764,ENFP,INTP
765,ISFJ,ISFJ
766,ESTJ,INTP
767,INTP,ENTP
768,ENFP,ENFP
769,INFP,ISFJ
770,INFJ,INFP
771,ISTP,ENTP
772,ENTP,ISTP
773,ISTP,ISTJ
774,ESTJ,ENTP
775,ENFJ,INFP
776,ISTJ,INTP
777,INFP,INFP
778,ENTP,INTJ
779,ENTJ,INTP
780,ISTP,INTJ
781,ENFP,INTP
782,ISTJ,INTP
783,ESTP,INTJ
784,INTP,INTP
785,ENTJ,INTP
786,ENFP,ISTJ
787,INTJ,ISTP
788,ENFP,INFP
789,ENFJ,ESFP
790,INFP,ENTP
791,ESTJ,INTP
792,ENTP,INFP
793,ISFP,INTP
794,ENTP,INFP
795,INTJ,INTJ
796,ENFP,ENFP
797,INTJ,INTJ
798,ESFP,INFP
799,INTP,INTP
800,ISFP,ISTJ
801,ENTP,INFP
802,ENFP,INTP
803,ESFJ,ISFP
804,ISFJ,INTP
805,INTP,INTP
806,ENFP,INFJ
807,ENTP,INFJ
808,ENFJ,INFJ
809,ESFJ,ESTP
810,INFP,INTP
811,ESTJ,ENFP
812,ESFP,ENTP
813,INTP,INTP
814,ESTP,ENTP
815,INTP,INTP
816,ISFJ,INFP
817,ENTP,ENTP
818,ENFP,INFJ
819,ENFJ,ENTP
820,ESFJ,ISTJ
821,ENTJ,ESTP
822,ESTJ,INTP
823,INTP,INTP
824,ENFJ,INFP
825,ISFP,INFP
826,INFJ,INTP
827,INTP,INTP
828,ISFP,INFP
829,ESFP,INTP
830,INFJ,INFJ
831,ENFP,ISTP
832,ESTP,INTJ
833,ISTP,INTJ
834,INTP,INFP
835,INFP,INFJ
836,ISFJ,INFJ
837,ISFJ,ENTP
838,ISFP,ISFP
839,ISTP,INFJ
840,ISFJ,INTP
841,ENTJ,ISTJ
842,INTJ,ENTP
843,ESFJ,INFP
844,ENTJ,INFJ
845,INTJ,ENTP
846,ISFP,ISTP
847,ENFJ,INTJ
848,ISTJ,ENTJ
849,INFJ,INTJ
850,ENFP,INTP
851,ENTJ,INFJ
852,ENFJ,INTJ
853,ENTP,ISTJ
854,INFJ,INTP
855,INFP,INTP
856,ENFP,INFP
857,ISFJ,INTJ
858,ISFJ,INFP
859,INTP,ISTP
860,ISTP,INTP
861,INFJ,INFP
862,ENTJ,INTP
863,ISTP,ENTP
864,ESTJ,INFP
865,ENTP,ISTJ
866,ISFJ,INTP
867,ESTP,ENTP
868,ENFJ,ISTJ
869,ESFJ,INFP
870,ENFJ,INFP
871,INTJ,ISFP
872,ENTJ,INTJ
873,ENTP,ISTJ
874,INTP,ISTJ
875,INTJ,INTP
876,ESTJ,INFP
877,ESTP,INTP
878,ENFP,ENTP
879,INFP,INTJ
880,ESFP,ISTJ
881,INTP,INTJ
882,INFJ,INTP
883,ESFJ,ESTP
884,INFP,ISFP
885,INTJ,INTJ
886,INFP,ISTP
887,INTJ,ENTP
888,ENTP,ENTP
889,INFP,INFP
890,INFJ,INFP
891,ISTJ,ISTP
892,INTJ,INTP
893,ENTP,ENTP
894,ENFP,ISFP
895,ESTP,ESTP
896,ISFJ,ISTJ
897,ENTJ,INTP
898,INTP,INTP
899,INFJ,ENTP
900,ISTP,ISTJ
901,ENFJ,INTP
902,INFP,INFP
903,INFP,ENFJ
904,INFP,INFP
905,ISFJ,INTP
906,ESFP,ENTP
907,ENFP,INFJ
908,ENFJ,ENTP
909,INTJ,INTP
910,ENTJ,INTP
911,INTJ,INFP
912,ENFP,ENTP
913,ISTJ,INTJ
914,ESTJ,INTJ
915,INFP,INTP
916,ISTJ,INFP
917,ENFJ,INTJ
918,ESTJ,ENTP
919,INTP,INTP
920,ESFP,INFP
921,ESTJ,ENFP
922,ISTP,INTP
923,ENFP,INTJ
924,ESTJ,INTP
925,ESTJ,INTP
926,ESFP,INFP
927,INFP,INFP
928,ESTJ,INTP
929,ESFP,INTJ
930,ENTJ,INTP
931,INFP,ENTP
932,ENTJ,ENTP
933,INTJ,ENTP
934,INTP,ENTP
935,ISFP,ISTJ
936,ENTJ,INFP
937,ESFP,ENTP
938,ENFP,ISFJ
939,ESFP,INFJ
940,ENFJ,INTJ
941,INTP,ISTJ
942,ENFP,INTP
943,ESTJ,INTJ
944,ISFJ,INFP
945,INFP,ENTJ
946,INTJ,INTJ
947,ESTP,ENTP
948,ESTP,INFJ
949,INFP,INTP
950,ESFJ,INTP
951,ENTP,ENTP
952,ESFP,ESTP
953,ISFP,INFP
954,ENTJ,ISFJ
955,INFJ,INTJ
956,ESFP,ENTP
957,ENTJ,ISTP
958,ISFP,INTJ
959,INFP,ENTP
960,INFP,ENTP
961,ESFP,INFP
962,ENTP,ENTP
963,ENTP,INTP
964,ISTJ,INTP
965,ESFJ,ISTJ
966,ESFJ,ISTP
967,INTJ,ISTJ
968,ENTP,ISTP
969,ESFP,ESFP
970,ESTP,INTJ
971,INFJ,INFP
972,ESFP,ENFP
973,ENFP,ENTP
974,INFJ,INTJ
975,ISFP,INTP
976,ESFJ,INTP
977,ESTP,INFJ
978,INTP,ENFP
979,ESTP,INTP
980,ISFP,INFP
981,ENFP,ESTP
982,ISFP,INFP
983,INTP,ENTP
984,ESFJ,INFJ
985,ENTJ,INTP
986,ISFP,INFJ
987,ISTJ,ENFJ
988,ENTP,INFP
989,ESFP,INFP
990,ISTJ,ISTJ
991,ESFP,ENTP
992,INTP,ISFJ
993,ESFP,ISFP
994,ESTJ,ISTJ
995,ENTJ,ENTP
996,ESTJ,INFP
997,ISFJ,INFP
998,INTP,INFP
999,ENFJ,INFP
1000,ENFJ,INTP
1001,INFJ,ESFP
1002,ENTJ,ENTP
1003,INTP,INFP
1004,ESTP,INTP
1005,ISFJ,INTP
1006,ENTP,INFP
1007,ISTP,ESFP
1008,ESFP,INFJ
1009,ENTP,ENFP
1010,INTP,INTP
1011,ESTJ,ESFP
1012,ESFP,ESFP
1013,ENFP,INTJ
1014,ENFJ,INFJ
1015,ENTP,INFP
1016,INTP,ENFJ
1017,INFJ,ENTP
1018,ENFP,ENTJ
1019,ISTJ,INTJ
1020,ISTJ,ISTJ
1021,ENFP,INTP
1022,ENFJ,ENTP
1023,INFJ,ENTP
1024,ENFP,ENFP
1025,ESFJ,ENTP
1026,INFP,ENTP
1027,ESFJ,ESFJ
1028,ENTP,INTP
1029,INTJ,INTJ
1030,ISFJ,ENFJ
1031,ISTP,ENFP
1032,ESTP,ENTP
1033,ISFJ,INFP
1034,ENTP,INTJ
1035,ISTP,INTP
1036,ISFP,ISTJ
1037,ESFP,INFJ
1038,ENTJ,INFP
1039,INTP,INTP
1040,INTJ,INTP
1041,ESTP,INTP
1042,ISTP,ISTJ
1043,INTP,ENTP
1044,INFP,ENFJ
1045,ISTP,INFJ
1046,ISFP,ENFP
1047,ISFP,ISFP
1048,ESFJ,INFJ
1049,ENFP,ENFP
1050,ENFP,INFJ
1051,ESTP,INFP
1052,ESTP,ENTP
1053,INTJ,INTJ
1054,ESTJ,INFJ
1055,ISTJ,ENTP
1056,ISTP,INTJ
1057,ENTP,INTP
1058,ISFP,INTP
1059,ISFP,ENTP
1060,ESFJ,INFP
1061,ISFJ,INFJ
1062,INFP,ISTP
1063,INFP,ESTP
1064,ENTP,INTP
1065,INTP,INTP
1066,ENTJ,INTJ
1067,ESTJ,INTP
1068,INFP,ENTP
1069,ENFP,INTP
1070,ESFJ,INTJ
1071,ENTP,INTP
1072,ENFP,INTP
1073,ESTP,ENTP
1074,ESFJ,ISTJ
1075,INTJ,INTP
1076,ESFP,INTP
1077,INTP,ISTJ
1078,ENFP,INTJ
1079,ENTP,INTJ
1080,ISFP,ENFP
1081,ISFP,INFJ
1082,ESTJ,ISTP
1083,ESTJ,INTP
1084,INFP,ENFP
1085,INTP,ENTP
1086,ESTJ,ISTP
1087,ISTJ,INTP
1088,INTP,ENTP
1089,ESFJ,ISTJ
1090,INFP,ENTP
1091,ESTP,INTJ
1092,ISTP,INTP
1093,ISFJ,ISTP
1094,ISTJ,INTJ
1095,INFP,INTP
1096,INFJ,INFJ
1097,ISTJ,INTP
1098,ENFP,INTJ
1099,ESFJ,INFP
1100,ESFJ,INTP
1101,ISTJ,ISTJ
1102,INFJ,INTJ
1103,INTJ,INFJ
1104,INTJ,INTJ
1105,ESFP,ESFP
1106,ENFJ,INTP
1107,ESFJ,INFP
1108,INFJ,ENFP
1109,ENTP,ENTP
1110,INTJ,INFP
1111,INTJ,INTJ
1112,INTP,INTP
1113,INTP,INTJ
1114,ESTP,ESTP
1115,ENFJ,ESTP
1116,INFP,INTP
1117,INTJ,ENTP
1118,ESTJ,ISTJ
1119,ISFP,INFP
1120,ISFP,INFJ
1121,INTJ,ISTJ
1122,ENFP,ISTJ
1123,ISTJ,INTJ
1124,ENTJ,INTP
1125,ISTP,INFJ
1126,INFP,INTP
1127,ISFP,INTP
1128,ESFP,ENTP
1129,ISFP,ENTP
1130,ISTJ,ISTJ
1131,INTP,INFJ
1132,ESTJ,INTP
1133,INFP,ISFJ
1134,INTP,INTJ
1135,ESFP,ENFP
1136,INFP,ENTP
1137,INTP,INTP
1138,ESTP,ISFP
1139,INFJ,ENTJ
1140,INTP,INTJ
1141,ENFJ,INFP
1142,INFJ,ENTP
1143,ISTP,INTP
1144,ENFJ,INTJ
1145,ISTJ,ISTJ
1146,ENTJ,INTP
1147,ISTP,ENFP
1148,ESFP,ISTP
1149,ISTP,ENTP
1150,INFP,INTP
1151,ENTP,INTP
1152,INFJ,ISFJ
